,학교명,년도,전형,과,모집인원,지원인원,경쟁률,평균점수
1320,명지대,2015,학생부교과,토목환경공학과,17,85,5,3.35
1321,명지대,2015,학생부교과,교통공학과,9,48,5.3,3.13
1322,명지대,2015,학생부교과,기계공학과,23,129,5.6,2.52
1323,명지대,2015,학생부교과,산업경영공학과,18,92,5.1,3.1
1324,명지대,2015,학생부교과,전공자유학부(자연),25,139,5.6,3.21
1325,명지대,2015,학생부교과면접,국어국문학과,10,135,13.5,2.13
1326,명지대,2015,학생부교과면접,중어중문학과,10,109,10.9,1.98
1327,명지대,2015,학생부교과면접,일어일문학과,10,121,12.1,2.71
1328,명지대,2015,학생부교과면접,아랍지역학과,10,73,7.3,2.55
1329,명지대,2015,학생부교과면접,영어영문학과,20,165,8.3,2.17
1330,명지대,2015,학생부교과면접,사학과,10,94,9.4,2.39
1331,명지대,2015,학생부교과면접,문헌정보학과,10,79,7.9,2.42
1332,명지대,2015,학생부교과면접,미술사학과,5,48,9.6,2.62
1333,명지대,2015,학생부교과면접,철학과,5,41,8.2,2.78
1334,명지대,2015,학생부교과면접,행정학과,20,162,8.1,2.24
1335,명지대,2015,학생부교과면접,경제학과,10,79,7.9,2.31
1336,명지대,2015,학생부교과면접,정치외교학과,20,145,7.3,2.38
1337,명지대,2015,학생부교과면접,디지털미디어학과,10,105,10.5,1.76
1338,명지대,2015,학생부교과면접,아동학과,10,119,11.9,2.13
1339,명지대,2015,학생부교과면접,청소년지도학과,10,122,12.2,2.02
1340,명지대,2015,학생부교과면접,경영학과,30,252,8.4,1.93
1341,명지대,2015,학생부교과면접,국제통상학과,20,167,8.4,2.37
1342,명지대,2015,학생부교과면접,경영정보학과,10,95,9.5,2.33
1343,명지대,2015,학생부교과면접,법학과,20,171,8.6,2.53
1344,명지대,2015,학생부교과면접,전공자유학부(인문),20,158,7.9,2.54
1345,명지대,2015,학생부교과면접,수학과,10,92,9.2,2.63
1346,명지대,2015,학생부교과면접,물리학과,10,76,7.6,3.26
1347,명지대,2015,학생부교과면접,화학과,10,87,8.7,2.72
1348,명지대,2015,학생부교과면접,식품영양학과,10,91,9.1,2.49
1349,명지대,2015,학생부교과면접,생명과학정보학부,10,86,8.6,2.57
1350,명지대,2015,학생부교과면접,전기공학과,10,83,8.3,3
1351,명지대,2015,학생부교과면접,전자공학과,20,195,9.8,2.83
1352,명지대,2015,학생부교과면접,정보통신공학과,20,196,9.8,3.17
1353,명지대,2015,학생부교과면접,화학공학과,10,118,11.8,2.29
1354,명지대,2015,학생부교과면접,신소재공학과,10,108,10.8,2.55
1355,명지대,2015,학생부교과면접,환경에너지공학과,10,100,10,2.63
1356,명지대,2015,학생부교과면접,컴퓨터공학과,20,245,12.3,2.89
1357,명지대,2015,학생부교과면접,토목환경공학과,10,94,9.4,3.15
1358,명지대,2015,학생부교과면접,교통공학과,10,90,9,3.24
1359,명지대,2015,학생부교과면접,기계공학과,20,226,11.3,2.73
1360,명지대,2015,학생부교과면접,산업경영공학과,10,117,11.7,2.88
1361,명지대,2015,학생부교과면접,전공자유학부(자연),20,176,8.8,3.25
1362,명지대,2015,학생부교과면접,디자인학부(시각디자인전공),5,81,16.2,2.42
1363,명지대,2015,학생부교과면접,디자인학부(산업디자인전공),5,73,14.6,2.64
1364,명지대,2015,학생부교과면접,디자인학부(영상디자인전공),5,75,15,2.88
1365,명지대,2015,학생부교과면접,디자인학부(패션디자인전공),5,104,20.8,2.92
1366,명지대,2015,학생부교과면접,영화뮤지컬학부(영화전공),14,151,10.8,2.62
1367,명지대,2015,학생부교과면접,건축학부(건축학전공),20,313,15.7,2.76
1368,명지대,2015,학생부교과면접,건축학부(전통건축전공),10,89,8.9,3.18
1369,명지대,2015,학생부교과면접,건축학부(공간디자인전공),10,109,10.9,2.61
1370,명지대,2015,학생부종합,국어국문학과,6,86,14.3,2.9
1371,명지대,2015,학생부종합,중어중문학과,6,50,8.3,3
1372,명지대,2015,학생부종합,일어일문학과,6,47,7.8,3.3
1373,명지대,2015,학생부종합,아랍지역학과,6,38,6.3,3.8
1374,명지대,2015,학생부종합,영어영문학과,12,99,8.3,2.9
1375,명지대,2015,학생부종합,사학과,6,89,14.8,2.9
1376,명지대,2015,학생부종합,문헌정보학과,6,77,12.8,3
1377,명지대,2015,학생부종합,미술사학과,4,31,7.8,2.9
1378,명지대,2015,학생부종합,철학과,4,29,7.3,3.4
1379,명지대,2015,학생부종합,행정학과,12,75,6.3,2.6
1380,명지대,2015,학생부종합,경제학과,6,35,5.8,2.8
1381,명지대,2015,학생부종합,정치외교학과,12,81,6.8,3
1382,명지대,2015,학생부종합,디지털미디어학과,6,108,18,3.1
1383,명지대,2015,학생부종합,아동학과,6,81,13.5,2.6
1384,명지대,2015,학생부종합,청소년지도학과,6,129,21.5,3
1385,명지대,2015,학생부종합,경영학과,18,143,7.9,2.9
1386,명지대,2015,학생부종합,국제통상학과,12,76,6.3,3.1
1387,명지대,2015,학생부종합,경영정보학과,6,38,6.3,2.9
1388,명지대,2015,학생부종합,법학과,12,68,5.7,3.1
1389,명지대,2015,학생부종합,전공자유학부(인문),18,138,7.7,2.9
1390,명지대,2015,학생부종합,수학과,6,50,8.3,3.3
1391,명지대,2015,학생부종합,물리학과,6,27,4.5,3.7
1392,명지대,2015,학생부종합,화학과,6,53,8.8,3.8
1393,명지대,2015,학생부종합,식품영양학과,6,58,9.7,3.5
1394,명지대,2015,학생부종합,생명과학정보학부,6,69,11.5,3.4
1395,명지대,2015,학생부종합,전기공학과,6,36,6,2.9
1396,명지대,2015,학생부종합,전자공학과,12,74,6.2,3.6
1397,명지대,2015,학생부종합,정보통신공학과,12,78,6.5,3.7
1398,명지대,2015,학생부종합,화학공학과,6,61,10.2,3
1399,명지대,2015,학생부종합,신소재공학과,6,50,8.3,3.3
1400,명지대,2015,학생부종합,환경에너지공학과,6,71,11.8,3.2
1401,명지대,2015,학생부종합,컴퓨터공학과,12,90,7.5,3.7
1402,명지대,2015,학생부종합,토목환경공학과,6,42,7,3.6
1403,명지대,2015,학생부종합,교통공학과,6,38,6.3,3.8
1404,명지대,2015,학생부종합,기계공학과,12,118,9.8,3.4
1405,명지대,2015,학생부종합,산업경영공학과,6,42,7,3.7
1406,명지대,2015,학생부종합,전공자유학부(자연),18,103,5.7,3.6
1407,명지대,2015,국가보훈대상자,중어중문학과,1,5,5,4
1408,명지대,2015,국가보훈대상자,일어일문학과,1,5,5,5.4
1409,명지대,2015,국가보훈대상자,아랍지역학과,1,5,5,3.6
1410,명지대,2015,국가보훈대상자,영어영문학과,1,5,5,3.8
1411,명지대,2015,국가보훈대상자,사학과,1,6,6,2.9
1412,명지대,2015,국가보훈대상자,문헌정보학과,1,5,5,2.8
1413,명지대,2015,국가보훈대상자,행정학과,1,11,11,3.4
1414,명지대,2015,국가보훈대상자,경제학과,1,5,5,NA
1415,명지대,2015,국가보훈대상자,정치외교학과,1,5,5,6.3
1416,명지대,2015,국가보훈대상자,아동학과,1,8,8,2.9
1417,명지대,2015,국가보훈대상자,청소년지도학과,1,9,9,4.8
1418,명지대,2015,국가보훈대상자,경영학과,1,8,8,3.8
1419,명지대,2015,국가보훈대상자,국제통상학과,1,6,6,4
1420,명지대,2015,국가보훈대상자,법학과,1,8,8,4.1
1421,명지대,2015,국가보훈대상자,수학과,1,1,1,5
1422,명지대,2015,국가보훈대상자,물리학과,1,3,3,5.4
1423,명지대,2015,국가보훈대상자,화학과,1,4,4,5.4
1424,명지대,2015,국가보훈대상자,식품영양학과,1,2,2,3.6
1425,명지대,2015,국가보훈대상자,생명과학정보학부,1,4,4,2.9
1426,명지대,2015,국가보훈대상자,전자공학과,1,4,4,3.8
1427,명지대,2015,국가보훈대상자,정보통신공학과,1,4,4,4.8
1428,명지대,2015,국가보훈대상자,화학공학과,1,4,4,3.7
1429,명지대,2015,국가보훈대상자,신소재공학과,1,3,3,3.8
1430,명지대,2015,국가보훈대상자,환경에너지공학과,1,5,5,5.1
1431,명지대,2015,국가보훈대상자,컴퓨터공학과,1,8,8,NA
1432,명지대,2015,국가보훈대상자,토목환경공학과,1,7,7,3.7
1433,명지대,2015,국가보훈대상자,기계공학과,1,9,9,NA
1434,명지대,2015,국가보훈대상자,산업경영공학과,1,4,4,4.1
1435,명지대,2015,기회균형,국어국문학과,1,18,18,2.3
1436,명지대,2015,기회균형,중어중문학과,1,10,10,3.4
1437,명지대,2015,기회균형,일어일문학과,1,10,10,2.8
1438,명지대,2015,기회균형,아랍지역학과,1,9,9,2.9
1439,명지대,2015,기회균형,영어영문학과,2,19,9.5,3
1440,명지대,2015,기회균형,사학과,1,11,11,2.9
1441,명지대,2015,기회균형,문헌정보학과,1,12,12,2.8
1442,명지대,2015,기회균형,미술사학과,1,10,10,3.3
1443,명지대,2015,기회균형,철학과,1,9,9,3
1444,명지대,2015,기회균형,행정학과,2,25,12.5,2.7
1445,명지대,2015,기회균형,경제학과,1,10,10,3.2
1446,명지대,2015,기회균형,정치외교학과,2,22,11,2.8
1447,명지대,2015,기회균형,디지털미디어학과,1,26,26,2.5
1448,명지대,2015,기회균형,아동학과,1,22,22,2.8
1449,명지대,2015,기회균형,청소년지도학과,1,20,20,2.7
1450,명지대,2015,기회균형,경영학과,2,31,15.5,1.9
1451,명지대,2015,기회균형,국제통상학과,2,22,11,3.35
1452,명지대,2015,기회균형,경영정보학과,1,12,12,2.6
1453,명지대,2015,기회균형,법학과,2,23,11.5,2.9
1454,명지대,2015,기회균형,수학과,1,8,8,3.4
1455,명지대,2015,기회균형,물리학과,1,5,5,4.6
1456,명지대,2015,기회균형,화학과,1,5,5,2.8
1457,명지대,2015,기회균형,식품영양학과,1,15,15,3.2
1458,명지대,2015,기회균형,생명과학정보학부,1,15,15,3
1459,명지대,2015,기회균형,전기공학과,2,12,6,3.45
1460,명지대,2015,기회균형,전자공학과,2,16,8,3.3
1461,명지대,2015,기회균형,정보통신공학과,2,13,6.5,3.55
1462,명지대,2015,기회균형,화학공학과,2,11,5.5,3.4
1463,명지대,2015,기회균형,신소재공학과,2,14,7,3.3
1464,명지대,2015,기회균형,환경에너지공학과,2,12,6,3.4
1465,명지대,2015,기회균형,컴퓨터공학과,2,30,15,3.65
1466,명지대,2015,기회균형,토목환경공학과,1,7,7,4.6
1467,명지대,2015,기회균형,교통공학과,2,12,6,4.75
1468,명지대,2015,기회균형,기계공학과,2,15,7.5,3.55
1469,명지대,2015,기회균형,산업경영공학과,1,6,6,3.8
1470,명지대,2015,사회적배려대상자,국어국문학과,1,8,8,2.8
1471,명지대,2015,사회적배려대상자,영어영문학과,1,9,9,3.7
1472,명지대,2015,사회적배려대상자,행정학과,1,12,12,2.7
1473,명지대,2015,사회적배려대상자,경제학과,1,8,8,3.1
1474,명지대,2015,사회적배려대상자,정치외교학과,1,11,11,3.6
1475,명지대,2015,사회적배려대상자,디지털미디어학과,1,12,12,3.1
1476,명지대,2015,사회적배려대상자,경영학과,2,20,10,2.75
1477,명지대,2015,사회적배려대상자,국제통상학과,1,7,7,3.1
1478,명지대,2015,사회적배려대상자,경영정보학과,1,11,11,NA
1479,명지대,2015,사회적배려대상자,법학과,1,13,13,3
1480,명지대,2015,사회적배려대상자,전기공학과,1,8,8,4.4
1481,명지대,2015,사회적배려대상자,전자공학과,2,14,7,3.1
1482,명지대,2015,사회적배려대상자,정보통신공학과,2,14,7,4.35
1483,명지대,2015,사회적배려대상자,환경에너지공학과,1,9,9,4
1484,명지대,2015,사회적배려대상자,컴퓨터공학과,2,14,7,4.3
1485,명지대,2015,사회적배려대상자,토목환경공학과,1,7,7,3.7
1486,명지대,2015,사회적배려대상자,기계공학과,1,9,9,3.4
1487,명지대,2015,사회적배려대상자,산업경영공학과,1,7,7,NA
1488,명지대,2015,크리스천리더,국어국문학과,1,15,15,2.6
1489,명지대,2015,크리스천리더,중어중문학과,2,36,18,2.9
1490,명지대,2015,크리스천리더,일어일문학과,2,17,8.5,3.2
1491,명지대,2015,크리스천리더,아랍지역학과,1,14,14,3.5
1492,명지대,2015,크리스천리더,영어영문학과,2,20,10,2.6
1493,명지대,2015,크리스천리더,사학과,1,11,11,3.4
1494,명지대,2015,크리스천리더,문헌정보학과,1,11,11,3.2
1495,명지대,2015,크리스천리더,미술사학과,1,11,11,2.8
1496,명지대,2015,크리스천리더,철학과,1,13,13,2.8
1497,명지대,2015,크리스천리더,행정학과,2,19,9.5,2.9
1498,명지대,2015,크리스천리더,경제학과,2,17,8.5,3.25
1499,명지대,2015,크리스천리더,정치외교학과,2,15,7.5,3.2
1500,명지대,2015,크리스천리더,디지털미디어학과,2,29,14.5,2.4
1501,명지대,2015,크리스천리더,아동학과,1,23,23,1.4
1502,명지대,2015,크리스천리더,청소년지도학과,1,24,24,3
1503,명지대,2015,크리스천리더,경영학과,2,23,11.5,3
1504,명지대,2015,크리스천리더,국제통상학과,2,22,11,2.5
1505,명지대,2015,크리스천리더,경영정보학과,2,19,9.5,3.2
1506,명지대,2015,크리스천리더,법학과,2,19,9.5,3.25
1507,명지대,2015,크리스천리더,수학과,2,13,6.5,3.2
1508,명지대,2015,크리스천리더,물리학과,2,10,5,3.45
1509,명지대,2015,크리스천리더,화학과,1,7,7,2
1510,명지대,2015,크리스천리더,식품영양학과,1,14,14,3.6
1511,명지대,2015,크리스천리더,생명과학정보학부,2,16,8,2.95
1512,명지대,2015,크리스천리더,전기공학과,2,13,6.5,3.8
1513,명지대,2015,크리스천리더,전자공학과,2,17,8.5,3.1
1514,명지대,2015,크리스천리더,정보통신공학과,2,17,8.5,3.5
1515,명지대,2015,크리스천리더,화학공학과,2,12,6,3.1
1516,명지대,2015,크리스천리더,신소재공학과,2,13,6.5,3.6
1517,명지대,2015,크리스천리더,환경에너지공학과,2,28,14,3.35
1518,명지대,2015,크리스천리더,컴퓨터공학과,2,26,13,3.5
1519,명지대,2015,크리스천리더,토목환경공학과,2,18,9,4.15
1520,명지대,2015,크리스천리더,교통공학과,2,18,9,3.9
1521,명지대,2015,크리스천리더,기계공학과,2,33,16.5,2.7
1522,명지대,2015,크리스천리더,산업경영공학과,2,20,10,3.7
1523,명지대,2015,특성화고교,행정학과,3,54,18,1.67
1524,명지대,2015,특성화고교,경제학과,3,54,18,1.77
1525,명지대,2015,특성화고교,디지털미디어학과,3,90,30,1.4
1526,명지대,2015,특성화고교,경영학과,6,178,29.7,1.17
1527,명지대,2015,특성화고교,국제통상학과,3,66,22,1.83
1528,명지대,2015,특성화고교,경영정보학과,3,62,20.7,2.07
1529,명지대,2015,특성화고교,전기공학과,1,15,15,1.5
1530,명지대,2015,특성화고교,전자공학과,2,35,17.5,1.75
1531,명지대,2015,특성화고교,정보통신공학과,2,33,16.5,1.7
1532,명지대,2015,특성화고교,화학공학과,1,13,13,1.5
1533,명지대,2015,특성화고교,신소재공학과,1,13,13,1.7
1534,명지대,2015,특성화고교,환경에너지공학과,1,10,10,2.8
1535,명지대,2015,특성화고교,컴퓨터공학과,2,50,25,1.7
1536,명지대,2015,특성화고교,토목환경공학과,1,14,14,1.9
1537,명지대,2015,특성화고교,교통공학과,1,10,10,1.8
1538,명지대,2015,특성화고교,기계공학과,2,50,25,NA
1539,명지대,2015,특성화고교,산업경영공학과,1,14,14,1.7
1540,명지대,2015,특성화고교,디자인학부(시각디자인전공),1,22,22,2.1
1541,명지대,2015,특성화고교,디자인학부(산업디자인전공),1,16,16,NA
1542,명지대,2015,특성화고교,디자인학부(영상디자인전공),1,18,18,1.3
1543,명지대,2015,특성화고교,디자인학부(패션디자인전공),1,19,19,1.7
1544,명지대,2015,특수교육대상자,중어중문학과,2,6,3,4.9
1545,명지대,2015,특수교육대상자,일어일문학과,2,6,3,5.6
1546,명지대,2015,특수교육대상자,영어영문학과,2,5,2.5,5.7
1547,명지대,2015,특수교육대상자,사학과,2,15,7.5,4.6
1548,명지대,2015,특수교육대상자,문헌정보학과,2,14,7,4.7
1549,명지대,2015,특수교육대상자,행정학과,2,17,8.5,3.5
1550,명지대,2015,특수교육대상자,경제학과,2,8,4,4.8
1551,명지대,2015,특수교육대상자,정치외교학과,2,7,3.5,4.6
1552,명지대,2015,특수교육대상자,디지털미디어학과,1,6,6,3.9
1553,명지대,2015,특수교육대상자,아동학과,1,7,7,4.3
1554,명지대,2015,특수교육대상자,청소년지도학과,1,10,10,4.5
1555,명지대,2015,특수교육대상자,경영학과,3,13,4.3,4.9
1556,명지대,2015,특수교육대상자,국제통상학과,2,5,2.5,5.7
1557,명지대,2015,특수교육대상자,경영정보학과,1,5,5,6.4
1558,명지대,2015,특수교육대상자,법학과,2,7,3.5,4.3
1559,명지대,2015,특수교육대상자,수학과,1,2,2,4.2
1560,명지대,2015,특수교육대상자,식품영양학과,1,3,3,NA
1561,명지대,2015,특수교육대상자,생명과학정보학부,1,5,5,4.8
1562,명지대,2015,특수교육대상자,화학공학과,2,2,1,4.5
1563,명지대,2015,특수교육대상자,환경에너지공학과,2,2,1,6.2
1564,명지대,2015,특수교육대상자,컴퓨터공학과,2,7,3.5,6.5
1565,명지대,2015,특수교육대상자,기계공학과,2,4,2,5.8
1566,명지대,2015,특수교육대상자,산업경영공학과,2,5,2.5,5.8
1567,명지대,2015,특수교육대상자,바둑학과,1,2,2,8.4
1568,명지대,2015,특성화고졸재직자,사회복지학과,42,45,1.1,4.8
1569,명지대,2015,특성화고졸재직자,부동산학과,42,9,0.2,5.7
1570,명지대,2015,특성화고졸재직자,법무정책학과,42,13,0.3,5.9
1571,명지대,2015,농어촌학생,국어국문학과,3,17,5.7,2.03
1572,명지대,2015,농어촌학생,중어중문학과,3,25,8.3,3
1573,명지대,2015,농어촌학생,일어일문학과,3,31,10.3,2.83
1574,명지대,2015,농어촌학생,아랍지역학과,3,16,5.3,2.73
1575,명지대,2015,농어촌학생,영어영문학과,6,31,5.2,2.87
1576,명지대,2015,농어촌학생,사학과,3,20,6.7,2.67
1577,명지대,2015,농어촌학생,문헌정보학과,3,22,7.3,2.7
1578,명지대,2015,농어촌학생,미술사학과,2,12,6,2.7
1579,명지대,2015,농어촌학생,철학과,2,13,6.5,2.65
1580,명지대,2015,농어촌학생,행정학과,6,45,7.5,2.88
1581,명지대,2015,농어촌학생,경제학과,4,29,7.3,2.33
1582,명지대,2015,농어촌학생,정치외교학과,6,46,7.7,2.52
1583,명지대,2015,농어촌학생,디지털미디어학과,4,31,7.8,2.4
1584,명지대,2015,농어촌학생,아동학과,3,31,10.3,2.7
1585,명지대,2015,농어촌학생,청소년지도학과,3,25,8.3,3.2
1586,명지대,2015,농어촌학생,경영학과,10,74,7.4,2.24
1587,명지대,2015,농어촌학생,국제통상학과,6,60,10,2.6
1588,명지대,2015,농어촌학생,경영정보학과,4,59,14.8,2.68
1589,명지대,2015,농어촌학생,법학과,6,35,5.8,2.62
1590,명지대,2015,농어촌학생,전기공학과,2,17,8.5,2.95
1591,명지대,2015,농어촌학생,전자공학과,2,19,9.5,3
1592,명지대,2015,농어촌학생,정보통신공학과,2,14,7,2.85
1593,명지대,2015,농어촌학생,화학공학과,2,17,8.5,2.4
1594,명지대,2015,농어촌학생,신소재공학과,2,22,11,3
1595,명지대,2015,농어촌학생,환경에너지공학과,2,14,7,2.8
1596,명지대,2015,농어촌학생,컴퓨터공학과,2,16,8,3.15
1597,명지대,2015,농어촌학생,토목환경공학과,2,10,5,3.9
1598,명지대,2015,농어촌학생,교통공학과,2,23,11.5,3.55
1599,명지대,2015,농어촌학생,기계공학과,2,32,16,2.6
1600,명지대,2015,농어촌학생,산업경영공학과,2,18,9,3
1601,명지대,2015,농어촌학생,건축학부(건축학전공),2,17,8.5,2.8
1602,명지대,2015,농어촌학생,건축학부(전통건축전공),1,5,5,3.7
1603,명지대,2015,농어촌학생,건축학부(공간디자인전공),1,7,7,3.1
1604,명지대,2015,실기우수자,바둑학과,8,43,5.4,6
1605,명지대,2015,실기우수자,음악학부(피아노전공),10,342,34.2,5.7
1606,명지대,2015,실기우수자,음악학부(성악전공)-남성,6,70,11.7,6.5
1607,명지대,2015,실기우수자,음악학부(성악전공)-여성,6,108,18,5.6
1608,명지대,2015,실기우수자,음악학부(작곡전공),4,135,33.8,5.3
1609,명지대,2015,실기우수자,영화뮤지컬학부(뮤지컬공연전공)-댄스,10,260,26,5.7
1610,명지대,2015,실기우수자,영화뮤지컬학부(뮤지컬공연전공)-보컬,10,696,69.6,6.1
1611,명지대,2015,특기자,문예창작학과,18,122,6.8,4.9
1612,명지대,2015,특기자,체육학부(체육학/사회체육학전공)-육상/체조,2,10,5,5.2
1613,명지대,2015,특기자,체육학부(체육학/사회체육학전공)-수영/핀수영,2,40,20,2.8
1614,명지대,2015,특기자,체육학부(체육학/사회체육학전공)-빙상,2,15,7.5,7.3
1615,명지대,2015,특기자,체육학부(체육학/사회체육학전공)-볼링/배드민턴,2,6,3,7.7
1616,명지대,2015,특기자,체육학부(체육학/사회체육학전공)-스키,2,11,5.5,6.8
1617,명지대,2015,특기자,체육학부(경기지도학전공)[야간]-축구,11,159,14.5,7.2
1618,명지대,2015,특기자,체육학부(경기지도학전공)[야간]-농구,8,15,1.9,8
1619,명지대,2015,특기자,체육학부(경기지도학전공)[야간]-배구,6,10,1.7,8
1620,명지대,2015,특기자,체육학부(경기지도학전공)[야간]-테니스(남),4,4,1,7.7
1621,명지대,2015,특기자,체육학부(경기지도학전공)[야간]-테니스(여),2,2,1,6.2
1622,명지대,2015,특기자,체육학부(경기지도학전공)[야간]-골프,10,29,2.9,6.9
1623,명지대,2015,특기자,바둑학과,7,25,3.6,6.5
1624,명지대,2015,특기자,영화뮤지컬학부(뮤지컬공연전공),4,13,3.3,5.6
1625,명지대,2015,재외국민,중어중문학과,4,31,7.8,NA
1626,명지대,2015,재외국민,일어일문학과,4,12,3,NA
1627,명지대,2015,재외국민,영어영문학과,4,24,6,NA
1628,명지대,2015,재외국민,행정학과,3,20,6.7,NA
1629,명지대,2015,재외국민,경제학과,3,13,4.3,NA
1630,명지대,2015,재외국민,정치외교학과,3,21,7,NA
1631,명지대,2015,재외국민,디지털미디어학과,3,43,14.3,NA
1632,명지대,2015,재외국민,경영학과,5,42,8.4,NA
1633,명지대,2015,재외국민,국제통상학과,4,32,8,NA
1634,명지대,2015,재외국민,경영정보학과,3,21,7,NA
1635,명지대,2015,재외국민,법학과,3,12,4,NA
1636,명지대,2015,재외국민,식품영양학과,2,9,4.5,NA
1637,명지대,2015,재외국민,생명과학정보학부,1,6,6,NA
1638,명지대,2015,재외국민,화학공학과,1,9,9,NA
1639,명지대,2015,재외국민,환경에너지공학과,1,5,5,NA
1640,명지대,2015,재외국민,컴퓨터공학과,1,9,9,NA
1641,명지대,2015,재외국민,기계공학과,1,13,13,NA
1642,명지대,2015,재외국민,산업경영공학과,1,7,7,NA
1643,명지대,2016,학생부교과,국어국문학과,4,51,12.8,1.83
1644,명지대,2016,학생부교과,중어중문학과,6,52,8.7,2
1645,명지대,2016,학생부교과,일어일문학과,6,49,8.2,2.33
1646,명지대,2016,학생부교과,영어영문학과,9,89,9.9,2.01
1647,명지대,2016,학생부교과,사학과,3,27,9,1.93
1648,명지대,2016,학생부교과,문헌정보학과,3,48,16,2.5
1649,명지대,2016,학생부교과,미술사학과,3,26,8.7,1.75
1650,명지대,2016,학생부교과,철학과,3,28,9.3,2.3
1651,명지대,2016,학생부교과,중동학부 아랍지역학과,4,117,29.3,2.3
1652,명지대,2016,학생부교과,행정학과,10,98,9.8,1.82
1653,명지대,2016,학생부교과,경제학과,13,113,8.7,2.19
1654,명지대,2016,학생부교과,정치외교학과,9,78,8.7,2.16
1655,명지대,2016,학생부교과,디지털미디어학과,6,45,7.5,1.7
1656,명지대,2016,학생부교과,아동학과,3,88,29.3,2.1
1657,명지대,2016,학생부교과,청소년지도학과,3,72,24,NA
1658,명지대,2016,학생부교과,경영학과,27,366,13.6,1.95
1659,명지대,2016,학생부교과,국제통상학과,10,114,11.4,1.94
1660,명지대,2016,학생부교과,경영정보학과,6,44,7.3,2.4
1661,명지대,2016,학생부교과,법학과,10,127,12.7,1.93
1662,명지대,2016,학생부교과,전공자유학부(인문),10,213,21.3,2.08
1663,명지대,2016,학생부교과,디지털콘텐츠디자인학과,40,267,6.7,2.33
1664,명지대,2016,학생부교과,융합소프트웨어학부,60,365,6.1,2.55
1665,명지대,2016,학생부교과,수학과,4,143,35.8,2.18
1666,명지대,2016,학생부교과,물리학과,4,40,10,2.8
1667,명지대,2016,학생부교과,화학과,4,123,30.8,2.58
1668,명지대,2016,학생부교과,식품영양학과,5,127,25.4,2.15
1669,명지대,2016,학생부교과,생명과학정보학과,9,71,7.9,2.19
1670,명지대,2016,학생부교과,전기공학과,14,136,9.7,2.52
1671,명지대,2016,학생부교과,전자공학과,18,185,10.3,2.39
1672,명지대,2016,학생부교과,정보통신공학과,18,179,9.9,2.54
1673,명지대,2016,학생부교과,화학공학과,9,80,8.9,2
1674,명지대,2016,학생부교과,신소재공학과,9,87,9.7,2.3
1675,명지대,2016,학생부교과,환경에너지공학과,14,127,9.1,2.56
1676,명지대,2016,학생부교과,토목환경공학과,12,131,10.9,2.79
1677,명지대,2016,학생부교과,교통공학과,6,53,8.8,2.67
1678,명지대,2016,학생부교과,기계공학과,15,130,8.7,2.18
1679,명지대,2016,학생부교과,산업경영공학과,13,116,8.9,2.7
1680,명지대,2016,학생부교과,컴퓨터공학과,18,232,12.9,2.42
1681,명지대,2016,학생부교과,전공자유학부(자연),7,85,12.1,2.51
1682,명지대,2016,학생부교과면접,국어국문학과,10,59,5.9,2.35
1683,명지대,2016,학생부교과면접,중어중문학과,10,60,6,2.42
1684,명지대,2016,학생부교과면접,일어일문학과,10,66,6.6,2.41
1685,명지대,2016,학생부교과면접,영어영문학과,20,100,5,2.35
1686,명지대,2016,학생부교과면접,사학과,10,72,7.2,2.25
1687,명지대,2016,학생부교과면접,문헌정보학과,10,55,5.5,2.64
1688,명지대,2016,학생부교과면접,미술사학과,5,29,5.8,2.82
1689,명지대,2016,학생부교과면접,철학과,5,38,7.6,2.64
1690,명지대,2016,학생부교과면접,중동학부 아랍지역학과,10,72,7.2,3.05
1691,명지대,2016,학생부교과면접,행정학과,20,110,5.5,2.42
1692,명지대,2016,학생부교과면접,경제학과,10,49,4.9,2.07
1693,명지대,2016,학생부교과면접,정치외교학과,20,98,4.9,2.62
1694,명지대,2016,학생부교과면접,디지털미디어학과,10,76,7.6,2.07
1695,명지대,2016,학생부교과면접,아동학과,10,85,8.5,2.42
1696,명지대,2016,학생부교과면접,청소년지도학과,10,91,9.1,2.04
1697,명지대,2016,학생부교과면접,경영학과,30,163,5.4,2.38
1698,명지대,2016,학생부교과면접,국제통상학과,20,111,5.6,2.35
1699,명지대,2016,학생부교과면접,경영정보학과,10,60,6,2.71
1700,명지대,2016,학생부교과면접,법학과,20,114,5.7,2.72
1701,명지대,2016,학생부교과면접,전공자유학부(인문),20,185,9.3,2.19
1702,명지대,2016,학생부교과면접,수학과,10,65,6.5,2.86
1703,명지대,2016,학생부교과면접,물리학과,10,50,5,3.4
1704,명지대,2016,학생부교과면접,화학과,10,76,7.6,2.85
1705,명지대,2016,학생부교과면접,식품영양학과,10,67,6.7,2.72
1706,명지대,2016,학생부교과면접,생명과학정보학과,10,60,6,2.81
1707,명지대,2016,학생부교과면접,전기공학과,10,56,5.6,3.02
1708,명지대,2016,학생부교과면접,전자공학과,20,119,6,2.97
1709,명지대,2016,학생부교과면접,정보통신공학과,20,114,5.7,3.16
1710,명지대,2016,학생부교과면접,화학공학과,10,55,5.5,2.73
1711,명지대,2016,학생부교과면접,신소재공학과,10,63,6.3,2.94
1712,명지대,2016,학생부교과면접,환경에너지공학과,10,52,5.2,3.5
1713,명지대,2016,학생부교과면접,토목환경공학과,10,52,5.2,3.46
